OBJECTID,LOC_NAME,FCSUBTYPE,SURVEY_YEAR,TRAIL,ROAD,NOTES,ACRES,DATAACCESS,MAPMETHOD,SOURCEDATE,XYACCURACY,VALID_RESULT,CREATEBY,GlobalID,Shape__Area,Shape__Length
424,,30000,1928,Deep Creek Trail,Newfound Gap Road South,,35.08478252,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,e96c0459-9548-4c4f-beb4-640c9523b236,1.41E-05,0.015064337
425,,30000,1930,Noland Divide Trail,West Deep Creek Road,,54.46345857,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,9a43bc9b-eae4-4179-b84f-166ad539b95c,2.19E-05,0.03332365
426,,30000,1930,Hannah Mountain Trail,Parson Branch Road,,109.7486637,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,901d91f0-bd1e-40de-8618-aa3650a71c19,4.41E-05,0.047027459
427,,30000,1931,Finley Cane Trail,Laurel Creek Road,,70.19040582,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,d6125808-21b9-481f-a5e8-c1771170d589,2.83E-05,0.024075184
428,,30000,1933,Cooper Road Trail,Abrams Falls Parking Lot,,72.37703802,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,38c91504-3bb2-4092-9981-962695ea2df4,2.91E-05,0.032018837
429,,30000,1933,Gregory Bald Trail,Parson Branch Road,,130.132015,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,d0ebe8dc-7f51-4f1c-93bb-d70dee63f6f0,5.23E-05,0.02931914
430,,30000,1933,Rabbit Creek Trail,Abrams Creek Campground Road,,1110.378665,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,36c28538-31cc-452e-814e-bce18ffa84f4,0.000446909,0.085595635
431,,30000,1934,Thunderhead Prong Quiet Walkway,Upper Tremont Road,,350.9810854,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,67b5cbe1-d83c-4dd4-b925-893952308de1,0.000141284,0.120157776
432,,30000,1934,Gregory Bald Trail,Parson Branch Road ,,73.0060788,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,ff31a2ac-9442-49f6-847f-55b4d4988498,2.94E-05,0.040382701
433,,30000,1935,Wolf Ridge Trail,Parson Branch Road,,79.98181562,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,03be6f7a-082b-4d2d-8e32-38914c96ce7b,3.22E-05,0.03590795
434,,30000,1935,Hannah Mountain Trail,Parson Branch Road,,89.16411462,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,058c57bb-f3fd-498a-81a4-08e593f31b6e,3.59E-05,0.026109057
435,,30000,1936,Gregory Bald Trail,Parson Branch Road,,905.2700667,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,f2be0131-4d69-4435-b78e-30c2afc9a18c,0.000364089,0.22670518
436,,30000,1936,Thunderhead Prong Quiet Walkway,Upper Tremont Road,,419.9984923,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,bbdcd6cb-7358-416f-b46d-dce7a6b59ab0,0.000169034,0.089763555
437,,30000,1936,Thunderhead Prong Quiet Walkway,Upper Tremont Road,,44.19271935,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,fdbd7800-bdd7-4e93-bfe8-a50a75524ff0,1.78E-05,0.031076572
438,,30000,1937,Hannah Mountain Trail,Parson Branch Road,,86.34804037,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,17f191b8-2640-4fb1-93f9-4169d070300c,3.47E-05,0.02675606
439,,30000,1938,Hannah Mountain Trail,Parson Branch Road,,91.40290612,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,2bb56eef-6074-4a7c-8234-eaafc7a18b30,3.67E-05,0.039988356
440,,30000,1938,Cooper Road Trail,Abrams Creek Campground Access Road,,57.85805707,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,0da861c2-ced4-402c-89ed-918334a794fc,2.33E-05,0.024376566
441,,30000,1938,Hannah Mountain Trail,Parson Branch Road,,22.380306,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,e0f885ad-49de-4191-bec3-3a5a8c697e01,9.00E-06,0.0109355
442,,30000,1939,Cooper Road Trail,Abrams Creek Campground Road,,84.05927847,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,4cca2ba8-fd5b-48a6-97a1-81b3818d6c43,3.38E-05,0.02855797
443,,30000,1939,Hannah Mountain Trail,Parson Branch Road,,113.1170682,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,06c0ebad-62a9-4e01-b8fd-8c81ce74ae89,4.55E-05,0.040165337
444,,30000,1940,Hannah Mountain Trail,Foothills Parkway Section 8h,,4.83407613,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,38df9c3e-2501-462a-aa58-754c8b012871,1.95E-06,0.005303806
445,,30000,1940,Campsite 98 Access Trail,Lakeview Drive East Parking #4,,4.99803785,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,03cae566-0fb0-4ff2-9706-13320c521b1c,2.01E-06,0.005583348
446,,30000,1940,Twentymile Trail,Parson Branch Road,,83.24402257,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,d227ca12-1a84-4c75-a71d-7b0d6cd43a33,3.35E-05,0.021861589
447,,30000,1940,Wolf Ridge Trail,Parson Branch Road,,5.54695374,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,006deca9-df16-4261-8a81-ad92a583e40d,2.23E-06,0.005658917
448,,30000,1940,Appalachian Trail,Cades Cove Loop Road,,93.96492763,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,ef42c841-bda3-4d6a-a5d5-97a214082e9b,3.78E-05,0.02469257
449,,30000,1940,Newton Bald Trail,Newfound Gap Road South,,4.92171705,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,93212f40-fceb-470b-951e-8ace9a33f461,1.98E-06,0.005318214
450,,30000,1940,Twentymile Trail,Twenty Mile Ranger Station Road,,153.7872238,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,6cf2e55b-7033-4d6f-b82c-e020af669290,6.18E-05,0.046117777
451,,30000,1940,Grapeyard Ridge Trail,Greenbrier Unpaved Road,,6.48106535,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,9034d550-1e15-4152-974d-80255672248f,2.61E-06,0.006292722
452,,30000,1940,Ace Gap Trail,Rich Mountain Road Parking Area,,4.51105475,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,22d76fda-8093-43c5-8245-556910025cf7,1.82E-06,0.005103981
453,,30000,1940,West Prong Trail,Laurel Creek Road,,4.1953256,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,d83f81ed-a1c0-49a5-95ff-1b067c6b10e4,1.69E-06,0.004897485
454,,30000,1941,Ace Gap Trail,,,79.49292641,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,f50e153d-821f-4c79-8390-d1196103011a,3.20E-05,0.023131976
455,,30000,1941,Curry Mountain Trail,Little River Gorge Road,,25.22424079,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,2f329aba-023e-4430-ba6c-bdf8aeba6621,1.02E-05,0.01429102
456,,30000,1941,Crooked Arm Ridge Trail,Laurel Creek Road,,7.75858944,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,e9ae8271-d11f-4e46-8ecd-f06871322f5f,3.12E-06,0.007663202
457,,30000,1941,Twentymile Trail,Twenty Mile Ranger Station Road,,14.58298103,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,93f65e46-2bc2-4473-8355-eab898575252,5.86E-06,0.010794698
458,,30000,1941,Twentymile Trail,Twenty Mile Ranger Station Road,,35.34071033,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,70eb38cb-4b80-42d3-817f-f51bd44743cd,1.42E-05,0.01420499
459,,30000,1941,Loop Trail,Tom Branch Road,,7.50450096,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,eb5b7c47-b5ba-40b8-9e58-541ad8f08bb5,3.02E-06,0.006607447
460,,30000,1941,Cades Cove Horse Trail,Cades Cove Loop Road,,5.22476988,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,98b54554-c749-4b30-879c-7c993ba3d9ca,2.10E-06,0.005586976
461,,30000,1941,Appalachian Trail,Cades Cove Loop Road,,9.56003663,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,a29c5326-b039-4df4-b7c9-d4a1d6d92e6e,3.85E-06,0.008958624
462,,30000,1941,Wolf Ridge Trail,Parson Branch Road,,6.86678331,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,9a2848a9-f993-4403-baa1-1763b5bb39ee,2.76E-06,0.00632729
463,,30000,1941,Fairfax/Old Payne (Palmer) Access,Payne Cemetery Access Road,,19.83840619,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,8392b400-f6b3-4859-84aa-7920c190ff1f,7.97E-06,0.013613754
464,,30000,1941,Eagle Creek Trail,Cades Cove Loop Road,,178.9592757,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,9e2b089d-184c-4253-95ee-06043ad7823e,7.20E-05,0.042910947
465,,30000,1941,Eagle Creek Trail,Lakeview Drive West,,1163.240251,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,c560031f-4068-462f-90cc-e10e5b78f1cc,0.000467634,0.147938228
466,,30000,1941,Rabbit Creek Trail,Foothills Parkway Section 8h,,4.71620791,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,0a332d22-3e16-46cd-9efd-6430ebbf00bb,1.90E-06,0.005156147
467,,30000,1941,Hannah Mountain Trail,Abrams Creek Campground Access Road,,23.52805237,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,3c31d62a-6214-420b-afd8-dcc8afe9ebc5,9.47E-06,0.01217273
468,,30000,1941,Old Settlers Trail,Greenbrier Unpaved Road,,5.78137784,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,c20e5461-f930-454d-890d-f6683b961979,2.33E-06,0.005914301
469,,30000,1941,Middle Prong Trail,Upper Tremont Road,,6.71638923,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,2d7e2a9e-ee0b-4889-a633-fa87d7a7af9d,2.70E-06,0.00629597
470,,30000,1941,Twentymile Trail,Twenty Mile Ranger Station Road,,12.43381733,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,d0af82ea-bc1c-4c11-9b05-39fc1d295467,5.00E-06,0.010131052
471,,30000,1925,Appalachian Trail,Upper Tremont Road,,822.98414,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,32d47455-8b23-4a64-b58f-42c632d4233c,0.00033109,0.361427802
472,,30000,1925,Hazel Creek Trail,Lakeview Drive East Parking #4,,269.6594864,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,f9383d22-c879-42e7-82a0-08f6e165f57e,0.000108463,0.146224477
473,,30000,1925,Forney Creek Trail,Lakeview Drive East Parking #4,,589.2405607,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,e097938a-53f8-4731-8a56-ffd3122d9a68,0.000236939,0.269206321
474,,30000,1925,Forney Creek Trail,Kuwohi Road Primary Parking,,2109.042129,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,44f0338f-9db2-48ef-b047-2367cc83a788,0.000848389,0.377127553
475,,30000,1925,Brushy Mountain Trail,Ramsey Cascades Trailhead Parking,,725.6526598,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,ca36ba95-9c0a-4ab6-b0ff-f21e2b8cfb43,0.000292408,0.605501952
476,,30000,1925,Appalachian Trail,Balsam Mountain Road ,,8596.118548,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,416aba4e-dba6-4204-9517-8ac96d280167,0.003463989,1.669611182
477,,30000,1925,Lower Mount Cammerer Trail,Cosby Entrance Road,,766.9516487,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,e39798c2-defd-47d1-86e8-681bf4825d5c,0.000309356,0.521872131
478,,30000,1925,Low Gap Trail,Cosby Campground Road B,,136.3545236,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,8c04a59e-a7f1-4e1e-95fb-63d904a5d326,5.50E-05,0.097962171
479,,30000,2010,Foothills Spur Trail ,King Branch Road,615679,21.36106767,Internal NPS Only,UNKN,2012/07/31 00:00:00+00,Unknown,Raw,GRSM_GIS,62f136d1-9448-434b-be7e-51cab0af47ec,8.62E-06,0.016235623
480,,30000,2001,Tritt Cemetery Access Trail,Foothills Parkway Section 8a,224704,2287.714134,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,f7a0b42b-17af-41e1-b092-3ed8c46f0273,0.000923294,0.148916228
481,,30000,2008,Hannah Mountain Trail,Abrams Creek Campground Access Road,576934,14.26538707,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,75ce1341-0e3e-4288-956c-ca768c561148,5.74E-06,0.010127133
482,,30000,1986,Lower Mount Cammerer Trail,Cosby Entrance Road,224108,2.66747962,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,efb4c4d5-f092-486c-ad15-2445e823cbae,1.08E-06,0.003892243
483,,30000,2010,Hannah Mountain Trail,Parson Branch Road,613563,287.1735758,Internal NPS Only,UNKN,2012/07/31 00:00:00+00,Unknown,Raw,GRSM_GIS,b95d1d6c-d655-48d5-a579-e17ef69365ea,0.000115444,0.060350865
484,,30000,2010,Foothills Spur Trail ,King Branch Road,601833,0.84520391,Internal NPS Only,UNKN,2012/07/31 00:00:00+00,Unknown,Raw,GRSM_GIS,0d239577-8c42-4772-877b-395766e947e0,3.41E-07,0.002486864
485,,30000,2012,Lakeshore Trail,Lakeview Drive West,635795,2.85603256,Internal NPS Only,UNKN,2012/08/02 00:00:00+00,Unknown,Raw,GRSM_GIS,837da0cd-fef7-4548-a444-2e1d5394ddbf,1.15E-06,0.005242876
486,,30000,2012,Ace Gap Trail,Foothills Parkway Section 8e,638915,15.36340239,Internal NPS Only,UNKN,2012/08/02 00:00:00+00,Unknown,Raw,GRSM_GIS,83621a11-973e-4714-8125-83bcdc9ad655,6.19E-06,0.014269376
487,,30000,1942,Eagle Creek Trail,Payne Cemetery Access Road,,1379.833342,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,1de99412-0640-440a-9bc5-42ee90b49fc8,0.000554621,0.145797978
488,,30000,,Scott Mountain Trail,Laurel Creek Road,,49.95266545,Internal NPS Only,UNKN,,Unknown,Raw,GRSM_GIS,e067ef76-1846-49c4-a41e-44ad9ac39e3a,2.01E-05,0.01868635
489,,30000,1986,Noland Creek Trail,Lakeview Drive East,224111,824.7823175,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,4dddcb08-7aa0-4ed4-b168-67b36aec50da,0.000331421,0.091502719
490,,30000,2012,Nations Cemetery Access,Oconaluftee Job Corps Center Access Road,,97.01797371,Internal NPS Only,UNKN,2012/11/28 00:00:00+00,Unknown,Raw,GRSM_GIS,d010330e-4ee4-46e8-8549-7a2b3f8e02ae,3.90E-05,0.030611533
491,,30000,2012,Look Rock Developed Trail,Foothills Parkway Section 8g,,1.35681958,Internal NPS Only,UNKN,2012/11/28 00:00:00+00,Unknown,Raw,GRSM_GIS,d19684ce-f003-405e-9d7d-4076fa7b9868,5.46E-07,0.003961923
492,,30000,2006,Wolf Ridge Trail,Parson Branch Road,533395,906.1580213,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,7ca3311d-4112-44a5-8327-1b7d7e0b8f3a,0.000364379,0.107224802
493,,30000,2009,Chambers Cemetery Access,Tow String Road,586965,2191.294688,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,154c0319-5591-4f05-bd97-0859a7b1128f,0.000881278,0.151621929
494,,30000,2007,Big Creek Trail,Big Creek Entrance Road,540545,220.186623,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,e2ddfcdb-3b38-48a2-aa13-0e59dff7d9e7,8.88E-05,0.04558795
495,,30000,2007,Little Greenbrier Trail,Wear Cove Gap Road,538992,14.46246339,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,81880bdc-ae0f-4811-a880-1cd82c17c7d9,5.83E-06,0.0188922
496,,30000,1999,Newton Bald Trail,Collins Creek Picnic Area Upper Loop,224521,97.65049605,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,d1b710ba-5f45-41a3-a4d7-fd622a621dfd,3.93E-05,0.026772234
497,,30000,,White Oak Branch Trail,Lakeview Drive East Parking #4,224466,456.9044345,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,a6eed1fb-97cb-4c7f-afb4-eea012c6e9a9,0.000183651,0.090618105
498,,30000,2013,Oconaluftee River Trail,Newfound Gap Road South,,27.64172074,Internal NPS Only,UNKN,,Unknown,Raw,GRSM_GIS,96470245-5b3b-4c83-b868-24a2f0e06471,1.11E-05,0.017644651
499,,30000,2013,Foothills Spur Trail ,Gnatty Branch Road,,1.16306377,Internal NPS Only,UNKN,2014/01/23 00:00:00+00,Unknown,Raw,GRSM_GIS,37e93b22-b6c6-4804-95f9-f411ca115950,4.69E-07,0.0028558
500,,50000,2013,Laurel Falls Trail,Fighting Creek Gap Road,"Possibly from 2013 Derichio. Severe damage better visible from trail, looking up. Not present on previous air photo.",4.22711564,Internal NPS Only,UNKN,2014/02/02 00:00:00+00,Unknown,Raw,GRSM_GIS,ab0a66ad-491a-4185-9d2d-c9e435ff77c5,1.70E-06,0.005829346
501,,50000,2013,Laurel Falls Trail,Fighting Creek Gap Road,"Possibly from 2013 Derichio. Severe damage better visible from trail, looking up. Not present on previous air photo.",3.32399593,Internal NPS Only,UNKN,2014/02/02 00:00:00+00,Unknown,Raw,GRSM_GIS,a909c9aa-8363-4f4d-8b07-421ccbb63e4b,1.34E-06,0.012102078
502,,50000,2013,Laurel Falls Trail,Fighting Creek Gap Road,"Possibly from 2013 Derichio. Severe damage better visible from trail, looking up. Not present on previous air photo.",4.66221421,Internal NPS Only,UNKN,2014/02/02 00:00:00+00,Unknown,Raw,GRSM_GIS,8e9ee8aa-4bac-47c0-9296-eed7c5df6eeb,1.88E-06,0.009188799
503,,50000,2013,Laurel Falls Trail,Fighting Creek Gap Road,"Possibly from 2013 Derichio. Severe damage better visible from trail, looking up. Not present on previous air photo.",0.90932506,Internal NPS Only,UNKN,2014/02/02 00:00:00+00,Unknown,Raw,GRSM_GIS,f7ca8015-f8e5-412f-9d48-6cc70ad68c6e,3.66E-07,0.002849796
504,Land-slide 1077,50000,1996,Alum Cave Trail,Newfound Gap Road North,Occured between 93 and 98,2.9435662,Internal NPS Only,UNKN,,Unknown,Raw,GRSM_GIS,770ce716-c1d6-4f07-bde1-620761f44de3,1.19E-06,0.015356696
505,Land-slide 1078,50000,2013,Alum Cave Trail,Nfg Pullout Parking At Mp 10.18,,0.36717651,Internal NPS Only,UNKN,,Unknown,Raw,GRSM_GIS,7cb9f082-032f-4d38-9290-6cc1505482c6,1.48E-07,0.00353065
506,,50000,2011,Hatcher Mountain Trail,Foothills Parkway Southwest Entrance Sign Parking #1,,3295.066058,Internal NPS Only,UNKN,,Unknown,Raw,GRSM_GIS,8dbb15e8-3b71-49a4-a434-0b7b70b8af65,0.001326279,0.458323117
507,,50000,2011,Hannah Mountain Trail,Foothills Parkway Section 8h,,802.3689119,Internal NPS Only,UNKN,,Unknown,Raw,GRSM_GIS,24cadfaa-99df-4013-9cab-d2fcfd6916af,0.000322698,0.147937237
508,,50000,2011,Rabbit Creek Trail,Abrams Falls Parking Lot,,433.7050796,Internal NPS Only,UNKN,,Unknown,Raw,GRSM_GIS,560f14e0-89f0-42fe-99b6-8e7e2f2b184b,0.000174551,0.089714609
509,,50000,2011,Indian Grave Gap Trail,Rich Mountain Road (closed Winter),,505.8571573,Internal NPS Only,UNKN,,Unknown,Raw,GRSM_GIS,38bc289c-847d-4ea0-88ea-a1f5111ff77d,0.000203696,0.108842343
510,,50000,,Alum Cave Trail,Nfg Pullout Parking At Mp 9.48,,1.15503045,Internal NPS Only,UNKN,2014/05/27 00:00:00+00,Unknown,Raw,GRSM_GIS,e52ae8f2-5b14-41c5-9bdc-bece0a93dfc4,4.65E-07,0.007328083
511,,50000,,Appalachian Trail,Clingmans Dome Access Road,,2.0297453,Internal NPS Only,UNKN,2014/05/28 00:00:00+00,Unknown,Raw,GRSM_GIS,1d5d5909-7781-4c5b-98ee-1509ee71f94f,8.17E-07,0.010239051
512,,50000,,Balsam Mountain Trail,Balsam Mountain Road (closed Winter),,0.25064505,Internal NPS Only,UNKN,2014/05/28 00:00:00+00,Unknown,Raw,GRSM_GIS,42f0c280-e6cc-4334-ab05-ee5ac12fe44e,1.01E-07,0.002932539
513,,50000,,Balsam Mountain Trail,Balsam Mountain Road (closed Winter),,0.62394388,Internal NPS Only,UNKN,2014/05/28 00:00:00+00,Unknown,Raw,GRSM_GIS,b41acbf3-6fc1-4676-a3e9-a3f145c69784,2.51E-07,0.003597603
514,,50000,,Balsam Mountain Trail,Balsam Mountain Road (closed Winter),,0.81426719,Internal NPS Only,UNKN,2014/05/28 00:00:00+00,Unknown,Raw,GRSM_GIS,7ed809e6-994a-455f-9bac-fbc204db5f84,3.28E-07,0.004567184
515,,50000,,Balsam Mountain Trail,Balsam Mountain Road (closed Winter),,0.18258621,Internal NPS Only,UNKN,2014/05/29 00:00:00+00,Unknown,Raw,GRSM_GIS,95aed839-cf43-4297-8236-e7d1094ec89f,7.36E-08,0.00123327
516,,50000,,Appalachian Trail,Newfound Gap Road North,,0.33511394,Internal NPS Only,UNKN,2014/06/10 00:00:00+00,Unknown,Raw,GRSM_GIS,d9f7ac1b-d0e7-4927-a210-2fabfe606854,1.35E-07,0.003149946
517,,50000,,Appalachian Trail,Ramsey Cascades Trailhead Parking,Can be seen clearly in Bing bird's eye imagey.,0.68378388,Internal NPS Only,UNKN,2014/06/10 00:00:00+00,Unknown,Raw,GRSM_GIS,d68242b0-6af4-4e4a-a320-db392dcdcd56,2.75E-07,0.002432599
518,,50000,,Appalachian Trail,Straight Fork Road,,0.68516364,Internal NPS Only,UNKN,2014/06/10 00:00:00+00,Unknown,Raw,GRSM_GIS,3e87331e-a607-4013-9107-7d02d6535e50,2.76E-07,0.003822034
519,,50000,,Balsam Mountain Trail,Balsam Mountain Road (closed Winter),,0.90977327,Internal NPS Only,UNKN,2014/06/10 00:00:00+00,Unknown,Raw,GRSM_GIS,d2fb3ab6-b2ed-4a64-89dc-aaef59ee0e33,3.66E-07,0.005310489
520,,50000,,Balsam Mountain Trail,Balsam Mountain Road (closed Winter),,0.84328349,Internal NPS Only,UNKN,2014/06/10 00:00:00+00,Unknown,Raw,GRSM_GIS,992e9a8f-5609-4a4a-9660-83e4c3a428ba,3.40E-07,0.005895135
521,,50000,,Alum Cave Trail,Nfg Pullout Parking At Mp 9.48,,0.82974853,Internal NPS Only,UNKN,2014/06/10 00:00:00+00,Unknown,Raw,GRSM_GIS,c76a2df9-9189-4cc6-a8fc-cb54ed666d84,3.34E-07,0.003859943
522,,50000,,Gunter Fork Trail,Balsam Mountain Road (closed Winter),,0.39091533,Internal NPS Only,UNKN,2014/06/10 00:00:00+00,Unknown,Raw,GRSM_GIS,8295de22-41ac-4c65-a3fb-cfb7bc99c9c4,1.58E-07,0.004084894
523,,50000,,Appalachian Trail,Ramsey Cascades Trailhead Parking,Ground Truthed 7/1/2014,0.26207122,Internal NPS Only,UNKN,2014/07/07 00:00:00+00,Unknown,Raw,GRSM_GIS,5ab30107-dc7a-4c12-a04a-1f9ebb91dec0,1.06E-07,0.002284333
524,,50000,,Appalachian Trail,Ramsey Cascades Trailhead Parking,Ground Truthed 7/1/2014,0.69146257,Internal NPS Only,UNKN,2014/07/07 00:00:00+00,Unknown,Raw,GRSM_GIS,33e9c9e2-f894-4ed8-9298-77ebd8952b74,2.79E-07,0.004130296
525,,50000,,Appalachian Trail,Ramsey Cascades Trailhead Parking,,1.43932585,Internal NPS Only,UNKN,2014/07/07 00:00:00+00,Unknown,Raw,GRSM_GIS,18d1f850-6c1d-41ec-8380-a684d6c2eb8c,5.80E-07,0.004857282
526,,50000,,Hyatt Ridge Trail,Beech Gap Trailhead Parking #2,,0.17753825,Internal NPS Only,UNKN,2014/07/07 00:00:00+00,Unknown,Raw,GRSM_GIS,03394bc4-7bb6-48ba-b4b4-d08ca2cfd1c6,7.15E-08,0.001184909
527,,50000,,Boulevard Trail,Newfound Gap Road North,,1.94262182,Internal NPS Only,UNKN,2014/07/07 00:00:00+00,Unknown,Raw,GRSM_GIS,0036f04b-0579-4565-aab0-33c8f3b43dd0,7.82E-07,0.006681109
528,,50000,,Appalachian Trail,Ramsey Cascades Trailhead Parking,,0.19796544,Internal NPS Only,UNKN,2014/07/07 00:00:00+00,Unknown,Raw,GRSM_GIS,de4fa06c-aa14-4b08-a011-99b3becc2785,7.98E-08,0.001319077
529,,50000,,Boulevard Trail,Newfound Gap Road North,,1.56228621,Internal NPS Only,UNKN,2014/07/07 00:00:00+00,Unknown,Raw,GRSM_GIS,e2b41213-6db3-40c1-8e90-c147e0e71faf,6.29E-07,0.010179792
530,,50000,,Appalachian Trail,Porters Creek Scenic Loop,Grounf Truthed 7/1/2014,0.4765304,Internal NPS Only,UNKN,2014/07/07 00:00:00+00,Unknown,Raw,GRSM_GIS,26db494a-e787-409c-a79e-735955243b7c,1.92E-07,0.002224669
531,,50000,,Myrtle Point Trail,Alum Cave Bluffs Trailhead Parking,,2.79677039,Internal NPS Only,UNKN,2014/07/07 00:00:00+00,Unknown,Raw,GRSM_GIS,ddae0409-a715-499a-817d-c548825ebee1,1.13E-06,0.009546283
